path_id,call_id,node_id,dtmf_input,timestamp
61,3376994,2,1,2025-04-01T21:26:20
62,3377009,1,1,2025-04-01T12:49:50
63,3377009,3,1,2025-04-01T12:49:54
64,3377031,1,2,2025-04-01T16:55:51
65,3377031,2,2,2025-04-01T16:55:55
66,3377158,1,2,2025-04-01T15:38:10
67,3377172,1,1,2025-04-01T20:13:32
68,3377172,3,1,2025-04-01T20:13:36
69,3377192,1,2,2025-04-01T14:03:41
70,3377223,1,1,2025-04-01T20:33:26
71,3377233,1,2,2025-04-01T19:51:17
72,3377303,1,1,2025-04-01T21:54:42
73,3377303,3,2,2025-04-01T21:54:46
74,3377453,1,2,2025-04-01T06:30:58
75,3377453,2,1,2025-04-01T06:31:02
76,3377454,1,1,2025-04-01T04:41:09
77,3377454,3,2,2025-04-01T04:41:13
78,3377459,1,2,2025-04-01T18:06:13
79,3377498,1,2,2025-04-01T05:57:32
80,3377498,3,2,2025-04-01T05:57:36
81,3377521,1,2,2025-04-01T23:37:38
82,3377538,1,1,2025-04-01T21:21:50
83,3377538,3,2,2025-04-01T21:21:54
84,3377555,1,2,2025-04-01T18:56:23
85,3377643,1,1,2025-04-01T14:27:36
86,3377643,3,1,2025-04-01T14:27:40
87,3377645,1,2,2025-04-01T19:23:23
88,3377718,1,1,2025-04-01T08:36:28
89,3377737,1,2,2025-04-01T12:18:50
90,3377737,2,2,2025-04-01T12:18:54
91,3377772,1,2,2025-04-01T09:49:34
92,3377772,3,2,2025-04-01T09:49:38
93,3377784,1,2,2025-04-01T11:23:53
94,3377911,1,1,2025-04-01T16:47:56
95,3377911,2,1,2025-04-01T16:48:00
96,3377920,1,2,2025-04-01T03:00:12
97,3377920,2,1,2025-04-01T03:00:16
98,3377976,1,1,2025-04-01T16:11:00
99,3377976,2,2,2025-04-01T16:11:04
100,3378017,1,2,2025-04-01T21:15:52
101,3378101,1,1,2025-04-01T12:59:38
102,3378101,3,2,2025-04-01T12:59:42
103,3378264,1,2,2025-04-01T14:46:24
104,3378264,2,2,2025-04-01T14:46:28
105,3378275,1,1,2025-04-01T18:07:17
106,3378320,1,1,2025-04-01T14:44:22
107,3378320,2,1,2025-04-01T14:44:26
108,3378324,1,2,2025-04-01T08:20:23
109,3378365,1,2,2025-04-01T14:58:18
110,3378365,2,2,2025-04-01T14:58:22
111,3378435,1,2,2025-04-01T02:12:02
112,3378697,1,2,2025-04-01T14:51:04
113,3378697,2,2,2025-04-01T14:51:08
114,3378782,1,2,2025-04-01T20:16:50
115,3378828,1,2,2025-04-01T14:57:36
116,3378828,3,2,2025-04-01T14:57:40
117,3378865,1,1,2025-04-01T19:08:06
118,3378865,3,2,2025-04-01T19:08:10
119,3378984,1,2,2025-04-01T22:07:36
120,3379074,1,1,2025-04-01T08:49:48
121,3379074,2,1,2025-04-01T08:49:52
122,3379152,1,1,2025-04-01T14:40:11
123,3379152,3,1,2025-04-01T14:40:15
124,3379187,1,1,2025-04-01T07:02:32
125,3379187,2,2,2025-04-01T07:02:36
126,3379248,1,1,2025-04-01T06:28:48
127,3379248,2,1,2025-04-01T06:28:52
128,3379262,1,2,2025-04-01T08:28:17
129,3379262,3,1,2025-04-01T08:28:21
130,3379285,1,2,2025-04-01T22:17:59
131,3379285,3,1,2025-04-01T22:18:03
132,3379361,1,2,2025-04-01T13:13:54
133,3379361,2,1,2025-04-01T13:13:58
134,3379488,1,1,2025-04-01T08:39:02
135,3379488,3,2,2025-04-01T08:39:06
136,3379638,1,2,2025-04-01T00:48:40
137,3379686,1,2,2025-04-01T18:10:16
138,3379735,1,2,2025-04-01T11:57:58
139,3379763,1,1,2025-04-01T22:01:13
140,3379763,2,2,2025-04-01T22:01:17
141,3379882,1,2,2025-04-01T13:36:42
142,3379924,1,1,2025-04-01T15:00:31
143,3379936,1,1,2025-04-01T12:54:39
144,3379948,1,1,2025-04-01T22:08:25
145,3379948,3,2,2025-04-01T22:08:29
146,3379961,1,2,2025-04-01T14:47:18
147,3380012,1,2,2025-04-01T13:51:17
148,3380013,1,2,2025-04-01T17:53:21
149,3380044,1,2,2025-04-01T03:35:38
150,3380048,1,2,2025-04-01T17:13:42
151,3380048,3,2,2025-04-01T17:13:46
152,3380208,1,1,2025-04-01T12:51:08
153,3380208,2,1,2025-04-01T12:51:12
154,3380222,1,1,2025-04-01T10:19:17
155,3380311,1,2,2025-04-01T23:31:05
156,3380356,1,2,2025-04-01T16:06:03
157,3380356,3,1,2025-04-01T16:06:07
158,3380358,1,1,2025-04-01T14:48:25
159,3380366,1,2,2025-04-01T12:51:28
160,3380366,2,1,2025-04-01T12:51:32
161,3380449,1,2,2025-04-01T21:17:05
162,3380449,2,1,2025-04-01T21:17:09
163,3380480,1,2,2025-04-01T18:14:22
164,3380506,1,1,2025-04-01T00:50:42
165,3380583,1,1,2025-04-01T07:24:33
166,3380594,1,2,2025-04-01T13:42:35
167,3380594,3,2,2025-04-01T13:42:39
168,3380600,1,1,2025-04-01T16:25:11
169,3380600,2,1,2025-04-01T16:25:15
170,3380635,1,2,2025-04-01T22:20:12
171,3380696,1,1,2025-04-01T15:24:05
172,3380701,1,1,2025-04-01T09:31:44
173,3380736,1,2,2025-04-01T08:40:53
174,3380760,1,2,2025-04-01T16:16:59
175,3380770,1,1,2025-04-01T22:33:16
176,3380855,1,2,2025-04-01T22:06:48
177,3380892,1,2,2025-04-01T14:15:13
178,3380900,1,1,2025-04-01T12:43:44
179,3380960,1,1,2025-04-01T07:16:37
180,3381011,1,1,2025-04-01T09:39:37
181,3381011,3,1,2025-04-01T09:39:41
182,3381021,1,1,2025-04-01T20:47:10
183,3381021,2,2,2025-04-01T20:47:14
184,3381035,1,1,2025-04-01T15:35:33
185,3381041,1,1,2025-04-01T21:55:12
186,3381041,3,1,2025-04-01T21:55:16
187,3381083,1,2,2025-04-01T14:48:31
188,3381260,1,2,2025-04-01T14:28:02
189,3381260,3,1,2025-04-01T14:28:06
190,3381284,1,2,2025-04-01T17:17:17
191,3381330,1,1,2025-04-01T20:43:49
192,3381330,3,2,2025-04-01T20:43:53
193,3381381,1,2,2025-04-01T16:16:50
194,3381381,2,2,2025-04-01T16:16:54
195,3381427,1,1,2025-04-01T13:19:41
196,3381427,3,1,2025-04-01T13:19:45
197,3381431,1,2,2025-04-01T14:22:46
198,3381441,1,1,2025-04-01T15:09:05
199,3381441,3,1,2025-04-01T15:09:09
200,3381476,1,2,2025-04-01T09:05:09
201,3381476,3,1,2025-04-01T09:05:13
202,3381569,1,2,2025-04-01T03:17:21
203,3381569,3,1,2025-04-01T03:17:25
204,3381684,1,1,2025-04-01T16:35:58
205,3381684,2,2,2025-04-01T16:36:02
206,3381722,1,1,2025-04-01T06:17:34
207,3381722,2,2,2025-04-01T06:17:38
208,3381768,1,1,2025-04-01T09:59:23
209,3381768,2,2,2025-04-01T09:59:27
210,3381770,1,1,2025-04-01T01:32:54
211,3381770,2,2,2025-04-01T01:32:58
212,3381778,1,2,2025-04-01T19:34:30
213,3381856,1,2,2025-04-01T12:04:32
214,3381856,3,2,2025-04-01T12:04:36
215,3381889,1,1,2025-04-01T18:39:05
216,3381889,3,2,2025-04-01T18:39:09
217,3381961,1,1,2025-04-01T06:07:17
218,3381961,2,1,2025-04-01T06:07:21
219,3382024,1,2,2025-04-01T09:18:49
220,3382024,2,1,2025-04-01T09:18:53
221,3382095,1,2,2025-04-01T08:07:49
222,3382095,2,2,2025-04-01T08:07:53
223,3382124,1,1,2025-04-01T02:51:18
224,3382124,3,1,2025-04-01T02:51:22
225,3382140,1,2,2025-04-01T18:01:28
226,3382140,3,2,2025-04-01T18:01:32
227,3382211,1,2,2025-04-01T07:09:09
228,3382227,1,2,2025-04-01T18:36:57
229,3382245,1,1,2025-04-01T22:00:21
230,3382258,1,1,2025-04-01T18:56:11
231,3382258,3,1,2025-04-01T18:56:15
232,3382270,1,1,2025-04-01T05:58:48
233,3382270,2,1,2025-04-01T05:58:52
234,3382295,1,2,2025-04-01T16:45:05
235,3382295,2,2,2025-04-01T16:45:09
236,3382305,1,1,2025-04-01T21:07:17
237,3382308,1,2,2025-04-01T03:21:44
238,3382308,3,2,2025-04-01T03:21:48
239,3382309,1,1,2025-04-01T14:31:44
240,3382319,1,2,2025-04-01T23:21:44
241,3382319,2,2,2025-04-01T23:21:48
242,3382376,1,1,2025-04-01T10:22:44
243,3382493,1,1,2025-04-01T22:16:41
244,3382493,3,2,2025-04-01T22:16:45
245,3382654,1,1,2025-04-01T06:28:18
246,3382664,1,2,2025-04-01T20:44:27
247,3382664,2,1,2025-04-01T20:44:31
248,3382818,1,2,2025-04-01T12:48:46
249,3382851,1,1,2025-04-01T21:50:05
250,3382860,1,2,2025-04-01T23:23:30
251,3382866,1,1,2025-04-01T15:18:38
252,3382939,1,2,2025-04-01T14:17:16
253,3383000,1,1,2025-04-01T13:51:10
254,3383000,3,2,2025-04-01T13:51:14
255,3383005,1,1,2025-04-01T16:31:20
256,3383005,3,2,2025-04-01T16:31:24
257,3383020,1,2,2025-04-01T12:14:03
258,3383020,2,1,2025-04-01T12:14:07
259,3383057,1,1,2025-04-01T17:14:35
260,3383057,3,2,2025-04-01T17:14:39
261,3383103,1,2,2025-04-01T10:24:59
262,3383103,3,2,2025-04-01T10:25:03
263,3383201,1,1,2025-04-01T14:57:25
264,3383288,1,1,2025-04-01T20:34:49
265,3383288,3,2,2025-04-01T20:34:53
266,3383291,1,2,2025-04-01T10:44:44
267,3383376,1,2,2025-04-01T04:19:24
268,3383376,2,1,2025-04-01T04:19:28
269,3383409,1,1,2025-04-01T13:49:30
270,3383409,2,1,2025-04-01T13:49:34
271,3383425,1,2,2025-04-01T14:42:51
272,3383425,2,1,2025-04-01T14:42:55
273,3383455,1,1,2025-04-01T12:07:48
274,3383455,2,1,2025-04-01T12:07:52
275,3383509,1,1,2025-04-01T21:13:54
276,3383509,3,2,2025-04-01T21:13:58
277,3383533,1,1,2025-04-01T21:31:20
278,3383724,1,1,2025-04-01T17:56:21
279,3383724,2,1,2025-04-01T17:56:25
280,3383750,1,1,2025-04-01T02:48:06
281,3383786,1,1,2025-04-01T01:30:29
282,3383786,2,2,2025-04-01T01:30:33
283,3383873,1,2,2025-04-01T19:29:12
284,3383873,2,2,2025-04-01T19:29:16
285,3383894,1,1,2025-04-01T18:25:53
286,3383894,2,1,2025-04-01T18:25:57
287,3383929,1,2,2025-04-01T23:17:16
288,3383959,1,1,2025-04-01T14:04:03
289,3384037,1,2,2025-04-01T06:54:23
290,3384048,1,1,2025-04-01T13:42:03
291,3384064,1,2,2025-04-01T07:11:02
292,3384151,1,2,2025-04-01T19:18:42
293,3384151,3,1,2025-04-01T19:18:46
294,3384156,1,1,2025-04-01T10:53:23
295,3384156,2,2,2025-04-01T10:53:27
296,3384159,1,2,2025-04-01T15:28:23
297,3384159,2,1,2025-04-01T15:28:27
298,3384191,1,1,2025-04-01T19:09:51
299,3384191,3,2,2025-04-01T19:09:55
300,3384201,1,2,2025-04-01T13:56:50
301,3384201,3,2,2025-04-01T13:56:54
302,3384264,1,1,2025-04-01T12:20:33
303,3384332,1,1,2025-04-01T22:24:09
304,3384332,2,1,2025-04-01T22:24:13
305,3384385,1,2,2025-04-01T14:12:01
306,3384385,3,2,2025-04-01T14:12:05
307,3384452,1,2,2025-04-01T09:34:08
308,3384455,1,2,2025-04-01T18:17:34
309,3384469,1,1,2025-04-01T18:30:10
310,3384469,3,2,2025-04-01T18:30:14
311,3384489,1,2,2025-04-01T14:44:23
312,3384493,1,1,2025-04-01T06:48:38
313,3384528,1,1,2025-04-01T01:01:22
314,3384528,3,2,2025-04-01T01:01:26
315,3384560,1,2,2025-04-01T15:53:26
316,3384568,1,2,2025-04-01T15:37:55
317,3384568,2,2,2025-04-01T15:37:59
318,3384616,1,1,2025-04-01T20:04:42
319,3384673,1,1,2025-04-01T15:42:33
320,3384673,3,1,2025-04-01T15:42:37
321,3384734,1,2,2025-04-01T18:07:01
322,3384742,1,2,2025-04-01T10:28:15
323,3384744,1,1,2025-04-01T12:09:28
324,3384745,1,1,2025-04-01T10:10:46
325,3384763,1,2,2025-04-01T17:36:04
326,3384799,1,1,2025-04-01T18:19:12
327,3384852,1,2,2025-04-01T07:19:45
328,3384852,2,2,2025-04-01T07:19:49
329,3384876,1,1,2025-04-01T04:02:08
330,3384876,3,2,2025-04-01T04:02:12
331,3384935,1,2,2025-04-01T22:22:38
332,3384935,2,1,2025-04-01T22:22:42
333,3384989,1,1,2025-04-01T14:58:08
334,3385016,1,1,2025-04-01T17:04:35
335,3385063,1,1,2025-04-01T20:28:58
336,3385176,1,1,2025-04-01T00:27:51
337,3385179,1,2,2025-04-01T18:55:52
338,3385314,1,2,2025-04-01T01:44:57
339,3385314,2,1,2025-04-01T01:45:01
340,3385435,1,2,2025-04-01T12:44:14
341,3385523,1,2,2025-04-01T07:47:02
342,3385530,1,1,2025-04-01T17:45:59
343,3385530,3,2,2025-04-01T17:46:03
344,3385580,1,2,2025-04-01T20:12:16
345,3385667,1,2,2025-04-01T20:42:21
346,3385667,3,1,2025-04-01T20:42:25
347,3385696,1,1,2025-04-01T18:37:07
348,3385700,1,2,2025-04-01T09:29:36
349,3385776,1,1,2025-04-01T20:01:49
350,3385841,1,2,2025-04-01T20:30:57
351,3385841,3,2,2025-04-01T20:31:01
352,3385860,1,2,2025-04-01T20:18:03
353,3385875,1,1,2025-04-01T05:19:18
354,3385875,2,1,2025-04-01T05:19:22
355,3385878,1,1,2025-04-01T19:43:37
356,3385878,3,2,2025-04-01T19:43:41
357,3385888,1,2,2025-04-01T06:46:04
358,3385918,1,2,2025-04-01T23:09:57
359,3385918,3,2,2025-04-01T23:10:01
360,3385956,1,1,2025-04-01T21:06:16
361,3385988,1,2,2025-04-01T04:32:45
362,3386050,1,2,2025-04-01T14:58:53
363,3386050,2,2,2025-04-01T14:58:57
364,3386061,1,1,2025-04-01T13:49:21
365,3386216,1,2,2025-04-01T07:03:41
366,3386216,2,1,2025-04-01T07:03:45
367,3386226,1,2,2025-04-01T10:54:00
368,3386226,3,2,2025-04-01T10:54:04
369,3386264,1,2,2025-04-01T05:05:11
370,3386264,3,2,2025-04-01T05:05:15
371,3386288,1,2,2025-04-01T21:32:43
372,3386288,3,2,2025-04-01T21:32:47
373,3386352,1,1,2025-04-01T17:20:34
374,3386352,2,2,2025-04-01T17:20:38
375,3386442,1,1,2025-04-01T23:23:21
376,3386493,1,1,2025-04-01T23:04:50
377,3386496,1,1,2025-04-01T17:05:01
378,3386552,1,2,2025-04-01T18:20:31
379,3386552,2,2,2025-04-01T18:20:35
380,3386567,1,2,2025-04-01T22:25:23
381,3386567,2,2,2025-04-01T22:25:27
382,3386588,1,2,2025-04-01T13:08:23
383,3386588,3,2,2025-04-01T13:08:27
384,3386594,1,2,2025-04-01T00:43:11
385,3386594,3,1,2025-04-01T00:43:15
386,3386605,1,2,2025-04-01T06:51:28
387,3386618,1,2,2025-04-01T16:25:59
388,3386618,2,2,2025-04-01T16:26:03
389,3386727,1,1,2025-04-01T05:24:52
390,3386818,1,1,2025-04-01T21:31:36
391,3386861,1,1,2025-04-01T13:55:07
392,3386861,2,2,2025-04-01T13:55:11
393,3386883,1,2,2025-04-01T11:53:38
394,3386883,2,1,2025-04-01T11:53:42
395,3386951,1,1,2025-04-01T16:22:05
396,3386951,2,2,2025-04-01T16:22:09
397,3386962,1,1,2025-04-01T15:44:32
398,3387042,1,2,2025-04-01T19:07:36
399,3387042,2,1,2025-04-01T19:07:40
400,3387090,1,1,2025-04-01T10:49:11
401,3387120,1,1,2025-04-01T08:55:29
402,3387230,1,2,2025-04-01T00:11:41
403,3387257,1,1,2025-04-01T04:39:13
404,3387292,1,1,2025-04-01T14:02:44
405,3387400,1,1,2025-04-01T05:50:31
406,3387488,1,2,2025-04-01T23:56:39
407,3387576,1,2,2025-04-01T02:05:38
408,3387607,1,2,2025-04-01T15:51:20
409,3387607,2,2,2025-04-01T15:51:24
410,3387616,1,1,2025-04-01T22:26:57
411,3387616,3,2,2025-04-01T22:27:01
412,3387666,1,2,2025-04-01T10:33:24
413,3387676,1,2,2025-04-01T11:09:47
414,3387676,3,2,2025-04-01T11:09:51
415,3387684,1,1,2025-04-01T15:20:02
416,3387684,2,1,2025-04-01T15:20:06
417,3387751,1,1,2025-04-01T14:37:12
418,3387751,3,1,2025-04-01T14:37:16
419,3387753,1,2,2025-04-01T15:11:28
420,3387866,1,1,2025-04-01T13:35:51
421,3387866,3,2,2025-04-01T13:35:55
422,3387892,1,1,2025-04-01T09:52:07
423,3387932,1,1,2025-04-01T13:04:47
424,3387970,1,1,2025-04-01T06:23:26
425,3388002,1,1,2025-04-01T13:04:56
426,3388002,2,2,2025-04-01T13:05:00
427,3388011,1,1,2025-04-01T22:07:48
428,3388035,1,1,2025-04-01T09:23:41
429,3388035,2,1,2025-04-01T09:23:45
430,3388102,1,2,2025-04-01T13:25:35
431,3388131,1,2,2025-04-01T18:33:11
432,3388131,2,2,2025-04-01T18:33:15
433,3388170,1,1,2025-04-01T02:45:50
434,3388170,3,1,2025-04-01T02:45:54
435,3388223,1,2,2025-04-01T16:00:24
436,3388260,1,2,2025-04-01T12:05:41
437,3388260,3,2,2025-04-01T12:05:45
438,3388297,1,1,2025-04-01T15:51:05
439,3388297,3,2,2025-04-01T15:51:09
440,3388300,1,2,2025-04-01T05:26:02
441,3388300,3,2,2025-04-01T05:26:06
442,3388321,1,1,2025-04-01T22:55:33
443,3388321,3,1,2025-04-01T22:55:37
444,3388372,1,1,2025-04-01T13:37:45
445,3388372,3,2,2025-04-01T13:37:49
446,3388397,1,1,2025-04-01T00:33:52
447,3388397,3,1,2025-04-01T00:33:56
448,3388433,1,2,2025-04-01T20:48:38
449,3388464,1,1,2025-04-01T06:04:02
450,3388511,1,1,2025-04-01T00:20:58
451,3388511,2,1,2025-04-01T00:21:02
452,3388548,1,1,2025-04-01T11:27:46
453,3388548,3,2,2025-04-01T11:27:50
454,3388614,1,2,2025-04-01T19:18:30
455,3388614,3,2,2025-04-01T19:18:34
456,3388668,1,1,2025-04-01T18:53:07
457,3388668,3,1,2025-04-01T18:53:11
458,3388741,1,1,2025-04-01T08:53:46
459,3388755,1,2,2025-04-01T19:31:55
460,3388813,1,2,2025-04-01T02:12:32
461,3388813,2,2,2025-04-01T02:12:36
462,3388867,1,1,2025-04-01T18:59:47
463,3388867,3,2,2025-04-01T18:59:51
464,3388888,1,2,2025-04-01T11:39:46
465,3388912,1,2,2025-04-01T13:40:02
466,3388927,1,1,2025-04-01T06:27:35
467,3388927,3,2,2025-04-01T06:27:39
468,3388988,1,2,2025-04-01T15:28:19
469,3389126,1,1,2025-04-01T09:31:11
470,3389131,1,1,2025-04-01T22:04:51
471,3389131,2,2,2025-04-01T22:04:55
472,3389141,1,2,2025-04-01T15:10:33
473,3389141,3,1,2025-04-01T15:10:37
474,3389318,1,2,2025-04-01T10:59:41
475,3389343,1,1,2025-04-01T06:53:35
476,3389343,3,1,2025-04-01T06:53:39
477,3389352,1,2,2025-04-01T19:39:01
478,3389352,3,2,2025-04-01T19:39:05
479,3389414,1,2,2025-04-01T13:13:02
480,3389499,1,1,2025-04-01T12:23:16
481,3389499,3,2,2025-04-01T12:23:20
482,3389529,1,1,2025-04-01T14:51:15
483,3389554,1,1,2025-04-01T09:39:45
484,3389560,1,1,2025-04-01T21:07:35
485,3389560,3,2,2025-04-01T21:07:39
486,3389631,1,1,2025-04-01T16:12:08
487,3389633,1,2,2025-04-01T06:23:55
488,3389633,3,1,2025-04-01T06:23:59
489,3389669,1,1,2025-04-01T03:29:49
490,3389672,1,1,2025-04-01T20:11:44
491,3389711,1,1,2025-04-01T16:26:51
492,3389711,2,1,2025-04-01T16:26:55
493,3389857,1,1,2025-04-01T20:38:05
494,3389857,3,1,2025-04-01T20:38:09
495,3389990,1,1,2025-04-01T20:17:45
496,3389990,3,2,2025-04-01T20:17:49
497,3390062,1,1,2025-04-01T16:35:42
498,3390062,3,1,2025-04-01T16:35:46
499,3390146,1,1,2025-04-01T07:06:53
500,3390264,1,2,2025-04-01T09:45:19
501,3390264,2,2,2025-04-01T09:45:23
502,3390295,1,1,2025-04-01T14:44:54
503,3390345,1,2,2025-04-01T18:11:37
504,3390358,1,2,2025-04-01T11:43:36
505,3390358,3,2,2025-04-01T11:43:40
506,3390390,1,2,2025-04-01T07:04:17
507,3390403,1,1,2025-04-01T03:43:28
508,3390403,2,1,2025-04-01T03:43:32
509,3390472,1,1,2025-04-01T10:20:22
510,3390543,1,2,2025-04-01T17:08:24
511,3390543,2,1,2025-04-01T17:08:28
512,3390583,1,1,2025-04-01T20:03:22
513,3390583,2,2,2025-04-01T20:03:26
514,3390642,1,2,2025-04-01T19:42:27
515,3390727,1,1,2025-04-01T07:28:43
516,3390727,3,2,2025-04-01T07:28:47
517,3390730,1,2,2025-04-01T21:23:58
518,3390730,2,2,2025-04-01T21:24:02
519,3390754,1,1,2025-04-01T13:31:21
520,3390833,1,1,2025-04-01T17:46:05
521,3391034,1,1,2025-04-01T19:52:38
522,3391078,1,2,2025-04-01T11:16:16
523,3391086,1,2,2025-04-01T22:15:12
524,3391086,3,1,2025-04-01T22:15:16
525,3391103,1,2,2025-04-01T17:59:22
526,3391103,2,1,2025-04-01T17:59:26
527,3391118,1,1,2025-04-01T14:08:27
528,3391118,2,2,2025-04-01T14:08:31
529,3391154,1,1,2025-04-01T12:26:55
530,3391162,1,2,2025-04-01T15:34:09
531,3391162,2,1,2025-04-01T15:34:13
532,3391197,1,2,2025-04-01T18:14:58
533,3391197,2,2,2025-04-01T18:15:02
534,3391322,1,1,2025-04-01T16:31:46
535,3391371,1,1,2025-04-01T23:24:13
536,3391371,3,1,2025-04-01T23:24:17
537,3391386,1,2,2025-04-01T17:55:55
538,3391579,1,2,2025-04-01T12:18:35
539,3391579,2,1,2025-04-01T12:18:39
540,3391602,1,1,2025-04-01T03:44:10
541,3391626,1,1,2025-04-01T18:23:10
542,3391626,2,2,2025-04-01T18:23:14
543,3391657,1,2,2025-04-01T17:27:16
544,3391657,3,1,2025-04-01T17:27:20
545,3391702,1,2,2025-04-01T19:02:57
546,3391710,1,1,2025-04-01T08:21:12
547,3391710,3,1,2025-04-01T08:21:16
548,3391761,1,2,2025-04-01T13:14:36
549,3391761,2,1,2025-04-01T13:14:40
550,3391887,1,1,2025-04-01T11:59:03
551,3391887,2,1,2025-04-01T11:59:07
552,3391896,1,2,2025-04-01T11:30:06
553,3391954,1,2,2025-04-01T16:32:42
554,3391954,3,2,2025-04-01T16:32:46
555,3391957,1,1,2025-04-01T14:35:44
556,3391957,3,2,2025-04-01T14:35:48
557,3391965,1,2,2025-04-01T12:00:24
558,3391965,2,2,2025-04-01T12:00:28
559,3392007,1,1,2025-04-01T13:17:31
560,3392007,2,1,2025-04-01T13:17:35
561,3392068,1,2,2025-04-01T14:51:50
562,3392068,3,1,2025-04-01T14:51:54
563,3392123,1,1,2025-04-01T21:52:09
564,3392123,3,2,2025-04-01T21:52:13
565,3392219,1,2,2025-04-01T22:25:45
566,3392219,3,2,2025-04-01T22:25:49
567,3392238,1,2,2025-04-01T15:08:02
568,3392238,2,1,2025-04-01T15:08:06
569,3392240,1,1,2025-04-01T18:29:44
570,3392240,3,2,2025-04-01T18:29:48
571,3392275,1,2,2025-04-01T10:18:20
572,3392338,1,1,2025-04-01T17:32:20
573,3392338,2,2,2025-04-01T17:32:24
574,3392361,1,1,2025-04-01T20:11:11
575,3392392,1,1,2025-04-01T16:18:37
576,3392449,1,1,2025-04-01T06:49:14
577,3392545,1,2,2025-04-01T21:31:08
578,3392545,3,2,2025-04-01T21:31:12
579,3392586,1,1,2025-04-01T23:23:15
580,3392586,2,1,2025-04-01T23:23:19
581,3392602,1,2,2025-04-01T02:24:21
582,3392602,2,1,2025-04-01T02:24:25
583,3392609,1,2,2025-04-01T06:58:35
584,3392609,2,1,2025-04-01T06:58:39
585,3392680,1,1,2025-04-01T16:59:13
586,3392706,1,1,2025-04-01T15:03:13
587,3392706,3,1,2025-04-01T15:03:17
588,3392729,1,2,2025-04-01T17:01:58
589,3392736,1,2,2025-04-01T22:31:12
590,3392736,3,1,2025-04-01T22:31:16
591,3392745,1,2,2025-04-01T12:14:05
592,3392919,1,1,2025-04-01T10:10:03
593,3392951,1,2,2025-04-01T17:21:39
594,3392951,2,1,2025-04-01T17:21:43
595,3393131,1,1,2025-04-01T20:17:26
596,3393131,3,2,2025-04-01T20:17:30
597,3393146,1,1,2025-04-01T07:32:32
598,3393146,3,2,2025-04-01T07:32:36
599,3393273,1,1,2025-04-01T07:16:19
600,3393273,2,2,2025-04-01T07:16:23
601,3393392,1,1,2025-04-01T13:17:02
602,3393392,2,1,2025-04-01T13:17:06
603,3393435,1,2,2025-04-01T19:26:54
604,3393435,2,2,2025-04-01T19:26:58
605,3393445,1,1,2025-04-01T10:06:36
606,3393446,1,2,2025-04-01T18:54:49
